latitude,longitude,datetime,Wildfire
25.336470575339135,-77.44434516592852,2014-06-04 19:58:45.477618,No
39.73856056518761,-104.459676883889,2014-06-04 20:16:34.505306,No
43.8732999990575,-115.904,2014-06-05 00:01:00.000000,Yes
34.4205999991199,-112.611,2014-06-06 00:21:00.000000,Yes
35.8666999991039,-110.064,2014-06-07 00:00:00.000000,Yes
34.165195722302755,-117.47775547139774,2014-06-07 18:52:09.430823,No
44.79619780094196,-87.27100624254868,2014-06-07 21:22:03.239470,No
37.568599999088,-119.887,2014-06-09 00:03:00.000000,Yes
25.03384631200091,-108.74339107658318,2014-06-09 18:11:31.306358,No
38.8430999990782,-119.675,2014-06-10 00:33:00.000000,Yes
34.71099532086312,-99.21780058386017,2014-06-10 11:14:53.390715,No
48.682591074520815,-102.2187725173085,2014-06-10 16:42:29.191037,No
39.5557999990735,-111.922,2014-06-11 00:00:00.000000,Yes
46.5107999990582,-113.912,2014-06-12 00:00:00.000000,Yes
36.12189050763845,-106.58772096386583,2014-06-12 10:59:08.111109,No
37.57984049536489,-73.32690503537819,2014-06-12 17:33:41.199923,No
29.2744999991947,-103.259,2014-06-13 00:00:00.000000,Yes
39.89039602123286,-124.4255762315072,2014-06-13 00:31:39.603283,No
43.486805670290536,-70.23099834795936,2014-06-14 13:15:32.965531,No
35.62553846558449,-71.20244405251262,2014-06-15 13:49:51.765992,No
44.347799999057,-117.193,2014-06-16 00:19:00.000000,Yes
33.6246999991297,-111.559,2014-06-17 00:00:00.000000,Yes
45.33180894377623,-108.12094526195457,2014-06-17 19:32:25.531895,No
33.1560999991357,-108.11,2014-06-18 00:02:00.000000,Yes
29.415263496385567,-79.87517485522972,2014-06-18 17:20:37.588512,No
39.9532999990712,-120.883,2014-06-19 00:10:00.000000,Yes
34.580799999118,-118.704,2014-06-20 00:12:00.000000,Yes
28.06296748931996,-118.84781731361349,2014-06-20 10:16:14.863155,No
43.9041999990575,-116.23,2014-06-21 00:00:00.000000,Yes
37.933299999085,-120.152,2014-06-22 00:03:00.000000,Yes
29.915923610387157,-96.33554559751664,2014-06-22 15:56:20.778595,No
39.7626999990722,-108.27,2014-06-23 00:01:00.000000,Yes
43.98295918365749,-94.05675025374319,2014-06-23 02:22:08.475733,No
47.1288999990595,-114.429,2014-06-24 00:00:00.000000,Yes
38.2738999990823,-120.501,2014-06-25 00:19:00.000000,Yes
34.207776352208356,-80.41688070640544,2014-06-25 14:48:51.192900,No
44.778839296151425,-68.93447738974936,2014-06-25 18:22:12.319869,No
44.15272739613933,-105.37756931203339,2014-06-25 18:42:31.921374,No
34.17322613487345,-81.53016399604324,2014-06-25 19:26:19.372181,No
39.023299999077,-109.1,2014-06-26 00:08:00.000000,Yes
25.208133671447683,-113.65836954943114,2014-06-26 08:49:29.295881,No
44.6074999990569,-101.501,2014-06-27 00:01:00.000000,Yes
41.7777999990626,-123.327,2014-06-28 00:00:00.000000,Yes
42.854058589191894,-119.55579736708364,2014-06-28 12:31:40.240988,No
38.3674999990816,-105.713,2014-06-29 00:00:00.000000,Yes
35.90173728992164,-88.59656615798337,2014-06-29 00:43:11.131316,No
40.19367936958687,-69.05021583875518,2014-06-29 17:21:25.819906,No
37.6068999990877,-120.28,2014-06-30 00:47:00.000000,Yes
43.2463999990585,-102.821,2014-07-01 00:04:00.000000,Yes
30.82590366124748,-119.53396820322176,2014-07-01 16:49:00.510863,No
40.7266999990671,-120.818,2014-07-02 00:03:00.000000,Yes
36.8527999990943,-113.576,2014-07-03 00:09:00.000000,Yes
45.0382999990568,-101.564,2014-07-04 00:00:00.000000,Yes
40.44626488898736,-91.8089686848889,2014-07-04 01:29:59.136049,No
28.27373727381789,-113.64776275726281,2014-07-04 15:36:27.048486,No
48.361499494018545,-85.88656701545992,2014-07-04 16:10:32.861922,No
45.6729433650505,-75.92853908744698,2014-07-04 20:02:56.813635,No
47.3499999990602,-124.3,2014-07-05 00:00:00.000000,Yes
47.922377415853944,-75.82568497528239,2014-07-05 07:46:36.577548,No
38.72397503324018,-110.9066990821031,2014-07-05 11:54:45.285692,No
24.60367243745955,-73.6466782397506,2014-07-05 20:37:44.241791,No
37.2527999990907,-108.757,2014-07-06 00:01:00.000000,Yes
46.72888503949317,-67.89779625825054,2014-07-06 11:41:06.293119,No
37.6013999990877,-114.624,2014-07-07 00:00:00.000000,Yes
40.350926996832676,-115.47369894276544,2014-07-07 02:40:19.705295,No
38.57397053717993,-117.08501209126467,2014-07-07 17:53:00.969140,No
44.0727999990572,-99.5028,2014-07-08 00:00:00.000000,Yes
39.4855999990739,-120.103,2014-07-09 00:03:00.000000,Yes
44.46606880048945,-112.30010947233376,2014-07-09 05:49:54.197007,No
43.7957999990576,-119.236,2014-07-10 00:01:00.000000,Yes
46.68915973523486,-98.60411213102098,2014-07-10 08:03:28.736819,No
46.96969809487693,-87.59514567483441,2014-07-10 09:55:55.717746,No
44.78361558427783,-98.61121792421986,2014-07-10 13:27:11.031600,No
44.7577999990568,-121.284,2014-07-11 00:02:00.000000,Yes
44.17142230898921,-94.43923605017744,2014-07-11 10:50:12.582198,No
34.09340112793855,-86.40172172052303,2014-07-11 15:04:12.234844,No
42.60639999906,-112.207,2014-07-12 00:00:00.000000,Yes
43.42664090209172,-117.46212046074447,2014-07-12 10:20:35.232860,No
27.799327164909897,-77.19041798461981,2014-07-12 22:05:06.692310,No
38.9910999990772,-106.48,2014-07-13 00:02:00.000000,Yes
33.52788532269882,-101.7529740044705,2014-07-13 05:30:00.881058,No
41.37344369389028,-99.51757602031934,2014-07-13 12:41:00.914294,No
38.0107999990844,-107.382,2014-07-14 00:02:00.000000,Yes
41.8177999990624,-107.776,2014-07-15 00:04:00.000000,Yes
48.45144174281952,-85.62036946289341,2014-07-15 15:45:36.079156,No
48.964999999066,-121.751,2014-07-16 00:00:00.000000,Yes
37.9091999990852,-114.343,2014-07-17 00:00:00.000000,Yes
30.063570826092075,-124.63777674152968,2014-07-17 21:15:06.625372,No
35.1446999991116,-112.46,2014-07-18 00:00:00.000000,Yes
33.13042930220759,-85.61395195271783,2014-07-18 15:16:52.453889,No
46.08076949340579,-124.17450211239209,2014-07-18 19:24:46.424939,No
36.785482702422655,-93.94434459047596,2014-07-18 21:07:10.872102,No
39.8392999990718,-120.114,2014-07-19 00:00:00.000000,Yes
32.59698714460147,-78.27676097072593,2014-07-19 21:33:27.587991,No
38.0910999990837,-114.607,2014-07-20 00:08:00.000000,Yes
41.4349999990639,-111.479,2014-07-21 00:03:00.000000,Yes
48.641148424163035,-79.35164832752069,2014-07-21 03:59:16.588601,No
38.3413999990819,-119.489,2014-07-22 00:00:00.000000,Yes
39.75914779383971,-119.27851085798176,2014-07-22 10:51:35.970387,No
44.3196999990571,-120.277,2014-07-23 00:00:00.000000,Yes
26.77324766084509,-100.68309292295575,2014-07-23 21:00:18.427855,No
44.0752999990572,-103.374,2014-07-24 00:00:00.000000,Yes
27.72275015248745,-124.02855669726357,2014-07-24 14:22:30.733937,No
40.41393553088289,-73.29663322580109,2014-07-24 18:39:45.862637,No
40.349999999069,-109.067,2014-07-25 00:05:00.000000,Yes
38.08426617363236,-117.98464578576275,2014-07-25 06:33:24.026203,No
37.2932999990903,-112.892,2014-07-26 00:02:00.000000,Yes
34.7988999991155,-116.51,2014-07-27 00:18:00.000000,Yes
30.735551635286576,-107.98767527428959,2014-07-27 06:59:25.801172,No
32.00998552164147,-108.03731737197664,2014-07-27 14:31:55.612061,No
38.3627999990817,-119.343,2014-07-28 00:00:00.000000,Yes
36.562199999097,-112.23,2014-07-29 00:01:00.000000,Yes
44.1136999990572,-121.569,2014-07-30 00:00:00.000000,Yes
41.9116999990621,-122.929,2014-07-31 00:00:00.000000,Yes
44.0009999990573,-115.72,2014-08-01 00:00:00.000000,Yes
43.3964999990582,-122.381,2014-08-02 00:01:00.000000,Yes
41.421686779799074,-108.05297962062846,2014-08-02 20:08:26.082024,No
47.4130999990603,-121.522,2014-08-03 00:00:00.000000,Yes
48.4341999990637,-118.908,2014-08-04 00:02:00.000000,Yes
46.1871999990577,-84.9808,2014-08-05 00:05:00.000000,Yes
26.987379679541547,-113.96021919426421,2014-08-05 12:19:59.020228,No
25.462521211677995,-105.89833172185803,2014-08-05 17:57:59.051817,No
45.9616999990574,-121.887,2014-08-06 00:00:00.000000,Yes
44.315499999057,-119.737,2014-08-07 00:11:00.000000,Yes
44.98497740835673,-86.88334413491376,2014-08-07 22:12:25.709742,No
47.1341999990596,-121.059,2014-08-08 00:00:00.000000,Yes
49.11865276634026,-86.3503372773144,2014-08-08 03:43:26.327451,No
44.9782999990568,-116.195,2014-08-09 00:17:00.000000,Yes
43.14347525888594,-87.30336144566132,2014-08-09 23:26:35.325659,No
38.727799999079,-119.568,2014-08-10 00:04:00.000000,Yes
39.834030551871734,-101.11924262486701,2014-08-10 00:45:23.375039,No
40.7657999990669,-111.6,2014-08-11 00:00:00.000000,Yes
27.565383344227754,-85.05040282875785,2014-08-11 01:06:56.251958,No
27.962612274412002,-96.66689815456598,2014-08-11 01:53:49.709105,No
36.5688071787015,-91.76858811432547,2014-08-11 09:40:13.849738,No
44.8298999990568,-115.885,2014-08-12 00:03:00.000000,Yes
45.8157999990573,-117.128,2014-08-13 00:00:00.000000,Yes
32.86327612217152,-80.35121240684558,2014-08-13 06:43:02.030782,No
43.2263999990585,-123.107,2014-08-14 00:02:00.000000,Yes
43.5977999990579,-122.162,2014-08-15 00:09:00.000000,Yes
41.586939173121834,-68.07175256241179,2014-08-15 00:18:21.338297,No
33.42968246126995,-80.90085942368904,2014-08-15 13:01:33.078949,No
43.12061415170127,-89.79357804293349,2014-08-15 15:35:53.129042,No
34.7191999991164,-98.3631,2014-08-16 00:00:00.000000,Yes
43.2745999990585,-122.554,2014-08-17 00:07:00.000000,Yes
33.845483805947616,-117.87564141475086,2014-08-17 05:30:32.339176,No
43.7407999990576,-119.687,2014-08-18 00:03:00.000000,Yes
43.11962830725736,-102.92781004960297,2014-08-18 01:05:07.271294,No
43.52298112723925,-84.59465608096683,2014-08-18 13:26:22.156923,No
42.1296999990614,-123.291,2014-08-19 00:12:00.000000,Yes
48.7118999990649,-112.602,2014-08-20 00:43:00.000000,Yes
38.5102999990805,-113.55,2014-08-21 00:10:00.000000,Yes
32.725032620089934,-108.22081030499257,2014-08-21 22:32:43.926249,No
41.2593999990646,-122.626,2014-08-22 00:18:00.000000,Yes
29.717815558573825,-96.3240384391502,2014-08-22 10:57:55.137320,No
42.211554614362626,-116.36715977709792,2014-08-22 23:51:38.170385,No
48.1593999990627,-118.276,2014-08-23 00:19:00.000000,Yes
45.42556251003833,-72.53467241700169,2014-08-23 02:58:22.743282,No
43.113994754272994,-100.49121517939122,2014-08-23 13:47:51.020782,No
46.46469999366196,-92.43540071805747,2014-08-23 15:11:29.517279,No
45.5758019990571,-116.378899,2014-08-24 00:01:41.000000,Yes
39.703622371971406,-121.26549475511561,2014-08-24 20:14:57.077463,No
38.7549999990788,-120.826,2014-08-25 00:00:00.000000,Yes
38.59719962303525,-77.64208334875698,2014-08-25 19:19:46.202012,No
39.1293999990762,-111.988,2014-08-26 00:30:00.000000,Yes
49.22312169464036,-114.88380694029081,2014-08-26 22:22:16.613583,No
39.7730999990722,-120.614,2014-08-27 00:00:00.000000,Yes
28.771204015402564,-85.04919400520416,2014-08-27 12:26:47.180396,No
45.456099999057,-121.472,2014-08-28 00:10:00.000000,Yes
41.5382582098207,-113.16568944713933,2014-08-28 08:15:10.976125,No
44.1182999990572,-99.3328,2014-08-29 00:00:00.000000,Yes
29.53826918463829,-82.06315845213848,2014-08-29 11:53:21.096205,No
40.44698040347228,-109.42998288136887,2014-08-29 19:10:00.844285,No
43.1342999990587,-122.212,2014-08-30 00:21:00.000000,Yes
45.16865193356549,-77.79051349038713,2014-08-30 08:10:59.216587,No
48.4224999990637,-114.049,2014-08-31 00:08:00.000000,Yes
26.981445902498674,-104.33523801533286,2014-08-31 09:15:48.808905,No
45.6668999990571,-118.66,2014-09-01 00:30:00.000000,Yes
44.33224418759045,-74.90046194288549,2014-09-01 12:10:48.541389,No
41.6196999990632,-109.597,2014-09-02 00:49:00.000000,Yes
45.7471999990572,-118.764,2014-09-03 00:00:00.000000,Yes
29.043702316649544,-85.00040073940593,2014-09-03 18:40:34.636347,No
27.761583260364212,-90.78899115561796,2014-09-04 00:05:45.944914,No
48.1418999990627,-105.194,2014-09-04 00:07:00.000000,Yes
43.0294147279479,-79.97817986232187,2014-09-04 02:37:16.816313,No
42.728624736902475,-91.20496298035113,2014-09-04 04:36:30.835741,No
39.6477060962167,-68.10054905366604,2014-09-04 06:38:42.936380,No
37.989420303424225,-110.53557025264924,2014-09-05 06:00:37.291253,No
43.02089806747504,-109.643254129458,2014-09-05 08:28:43.431511,No
38.8960999990778,-121.079,2014-09-06 00:34:00.000000,Yes
39.9127999990714,-108.375,2014-09-07 00:06:00.000000,Yes
25.493084050025992,-86.10713322743338,2014-09-07 11:53:13.411809,No
34.609459048159074,-75.73371641759513,2014-09-07 19:52:07.319436,No
47.6271999990609,-114.082,2014-09-08 00:00:00.000000,Yes
45.768433216123725,-120.34798407986116,2014-09-08 00:07:03.327171,No
44.9293999990568,-121.744,2014-09-09 00:30:00.000000,Yes
48.18319900849258,-117.0639316012486,2014-09-09 14:34:26.335534,No
44.2799999990571,-118.42,2014-09-10 00:00:00.000000,Yes
36.5749999990969,-96.6992,2014-09-11 01:00:00.000000,Yes
28.2264858301391,-101.18028389119705,2014-09-11 01:21:44.011409,No
41.399799999064,-112.109,2014-09-12 00:04:04.000000,Yes
25.212511953427526,-99.26054429220392,2014-09-12 04:00:49.174001,No
47.9827999990621,-99.0352999999999,2014-09-13 00:00:00.000000,Yes
40.6505999990674,-122.584,2014-09-14 00:13:00.000000,Yes
46.002647002135305,-116.72665417621683,2014-09-14 04:54:02.435319,No
44.7324999990569,-122.178,2014-09-15 00:08:00.000000,Yes
26.346264473909645,-82.62459297211234,2014-09-15 21:32:10.018896,No
35.4155999991086,-95.9989,2014-09-16 00:08:00.000000,Yes
37.57801719682796,-106.64933545577328,2014-09-16 15:18:45.804664,No
34.4224999991199,-118.287,2014-09-17 00:03:00.000000,Yes
35.575956595939125,-95.60854792753646,2014-09-17 21:01:08.630694,No
39.812499999072,-116.133,2014-09-18 00:07:00.000000,Yes
28.70317400290481,-69.2767410594285,2014-09-18 08:30:43.148977,No
47.9316999990619,-98.9233,2014-09-19 00:15:00.000000,Yes
26.298023915157266,-99.91806597886347,2014-09-19 15:00:01.288039,No
42.2752999990609,-112.139,2014-09-20 01:00:00.000000,Yes
46.666325430415455,-90.11285847030655,2014-09-20 09:07:08.928493,No
37.61618900160849,-74.03682399773814,2014-09-20 11:56:06.264978,No
38.25952986792571,-105.92590711611955,2014-09-20 14:19:07.762418,No
33.04772434509488,-112.17218355500717,2014-09-20 19:49:39.406443,No
47.5016999990605,-120.443,2014-09-21 00:10:00.000000,Yes
45.067518995868554,-87.09353932687083,2014-09-21 04:27:35.473298,No
34.63579658809358,-86.02055481796097,2014-09-21 06:01:11.587225,No
45.1513999990569,-113.673,2014-09-22 00:20:00.000000,Yes
45.7093999990572,-121.756,2014-09-23 01:00:00.000000,Yes
31.5823258747778,-101.82997824065798,2014-09-23 18:50:44.416392,No
34.0149999991248,-116.169,2014-09-24 01:07:00.000000,Yes
48.40967480127951,-107.3219792776276,2014-09-24 13:45:43.040712,No
39.0985999990764,-120.924,2014-09-25 00:31:00.000000,Yes
45.612199999057,-107.688,2014-09-26 00:26:00.000000,Yes
40.33713972285851,-115.4088669373358,2014-09-27 00:23:11.963352,No
45.7188999990572,-117.934,2014-09-27 00:30:00.000000,Yes
37.849295599896415,-89.39252442902767,2014-09-27 03:16:56.483983,No
46.3146999990579,-120.447,2014-09-28 00:00:00.000000,Yes
42.25134345118873,-77.81509675564153,2014-09-28 01:58:49.097286,No
40.9105999990662,-111.822,2014-09-29 00:00:00.000000,Yes
47.08414832475217,-124.56148153073072,2014-09-29 02:05:02.561570,No
36.2296999991002,-115.34,2014-10-01 00:20:00.000000,Yes
32.09402514600101,-120.53340768748308,2014-10-01 19:30:01.951520,No
48.2916999990632,-117.583,2014-10-02 00:08:00.000000,Yes
46.2107999990577,-116.937,2014-10-03 00:48:00.000000,Yes
44.53368099026748,-108.97985382413974,2014-10-03 20:13:44.654232,No
37.89700797056585,-121.7581672982259,2014-10-03 21:15:39.271306,No
35.1932999991111,-115.135,2014-10-04 00:15:00.000000,Yes
48.10551367315887,-100.20082694421403,2014-10-04 06:20:41.200994,No
30.22842294670164,-88.99733128687592,2014-10-04 13:32:56.994179,No
45.3245999990569,-121.716,2014-10-05 00:22:00.000000,Yes
40.997537751899,-114.34585334855949,2014-10-05 14:48:30.599497,No
40.6018999990677,-120.622,2014-10-06 01:53:00.000000,Yes
43.8698009990575,-115.880699,2014-10-07 00:08:00.000000,Yes
29.68300088170555,-121.50089447031263,2014-10-07 03:00:00.979014,No
40.6660999990673,-117.801,2014-10-08 00:30:00.000000,Yes
25.406051332598356,-89.29087416683197,2014-10-08 10:50:52.741414,No
47.8732999990617,-94.9997,2014-10-09 00:00:00.000000,Yes
47.4697754784886,-77.9822944108906,2014-10-09 01:28:41.320634,No
35.13283139691501,-82.0813687958292,2014-10-09 10:02:42.722547,No
45.432199999057,-121.775,2014-10-10 00:46:00.000000,Yes
46.8152999990588,-121.147,2014-10-11 00:00:00.000000,Yes
43.53972993704093,-88.17033071593337,2014-10-11 13:35:35.108147,No
27.26330028741816,-83.0294920346621,2014-10-12 00:17:19.607079,No
39.4541999990742,-122.95,2014-10-12 00:40:00.000000,Yes
48.1218999990626,-92.1163999999999,2014-10-13 01:09:00.000000,Yes
39.9299999990713,-120.844,2014-10-14 00:00:00.000000,Yes
33.21564129651685,-68.2431325592822,2014-10-14 17:14:55.785594,No
45.548299999057,-107.439,2014-10-15 00:07:00.000000,Yes
48.250099999063,-109.767,2014-10-16 01:13:00.000000,Yes
36.73989164790066,-95.42053762658658,2014-10-16 04:24:18.463553,No
34.01655055338446,-72.13873770558449,2014-10-16 04:57:09.477348,No
34.62177902707353,-106.4606607526214,2014-10-16 07:48:43.187137,No
43.2763999990585,-101.918,2014-10-17 00:00:00.000000,Yes
31.737067524981384,-109.83668436307175,2014-10-17 15:42:37.027449,No
40.4166999990686,-116.967,2014-10-18 01:00:00.000000,Yes
47.72412669387772,-118.10012902990775,2014-10-18 18:14:28.268149,No
